12.5702,-18.95955,0
87.15694,-9.938766,0
144.6956,-10.0208,0
92.55754,-9.925109,0
136.3736,-9.866336,0
113.6947,-1.453031,0
11.85625,-19.13927,0
12.57503,-19.0959,0
11.94463,-18.95955,0
11.94463,-18.95955,0
4.477205,-2.053679,0
3.670394,-2.074705,0
25.30618,-3.182862,0
4.967064,-2.156152,0
2.497375,-3.184988,0
1.986237,-3.184986,0
2.012907,-3.184987,0
3.809102,-2.480683,0
18.06157,-1.977259,0
112.6441,-1.299847,0
20.92945,-2.714336,0
10.96913,-18.68418,0
12.57347,-19.1661,0
11.55363,-19.13927,0
11.55363,-19.13927,0
11.9399,-19.01491,0
12.57502,-18.79328,0
12.47729,-18.9692,0
12.47729,-18.9692,0
13.02805,-19.16611,0
13.18974,-19.16611,0
12.57503,-19.16611,0
12.57503,-19.16611,0
11.3117,-19.01411,0
12.36239,-18.75647,0
12.66531,-19.1661,0
12.66531,-19.1661,0
12.75664,-19.16611,0
12.67799,-19.1661,0
12.57503,-19.15155,0
12.57503,-19.15155,0
