// Ligma
128.7, -13.2, 0.0
33.6, -12.9, 0.0
134.4, -13.0, 0.0
125.0, -13.1, 0.0
128.7, -12.8, 0.0
78.6, -13.1, 0.0
33.6, -13.1, 0.0
33.6, -12.8, 0.0
33.6, -13.1, 0.0
33.6, -12.8, 0.0
33.6, -12.8, 0.0
129.6, -13.1, 0.0
33.6, -13.1, 0.0
33.6, -12.9, 0.0
58.1, -13.1, 0.0
125.9, -12.8, 0.0
33.6, -13.0, 0.0
33.6, -13.0, 0.0
33.6, -13.1, 0.0
33.6, -12.8, 0.0
33.6, -12.8, 0.0
136.9, -13.2, 0.0
33.6, -12.8, 0.0
33.6, -12.9, 0.0
33.6, -13.0, 0.0
33.6, -13.1, 0.0
33.6, -12.8, 0.0
33.6, -13.1, 0.0
124.6, -12.9, 0.0
33.1, -13.1, 0.0
33.6, -12.9, 0.0
33.6, -13.0, 0.0
75.5, -12.7, 0.0
126.7, -13.2, 0.0
16.6, -12.9, 0.0
77.2, -13.2, 0.0
33.6, -12.9, 0.0
134.3, -12.9, 0.0
11.6, -12.9, 0.0
129.6, -13.0, 0.0
33.6, -13.0, 0.0
131.7, -12.9, 0.0
33.6, -13.0, 0.0
126.8, -13.2, 0.0
132.8, -13.2, 0.0
// WhatBandWroteBeliever
33.6, -12.9, 0.0
16.6, -12.9, 0.0
33.6, -13.1, 0.0
33.6, -12.9, 0.0
16.6, -12.9, 0.0
125.6, -13.1, 0.0
126.3, -12.8, 0.0
// Muzza
77.8, -13.1, 0.0
125.7, -13.0, 0.0
16.6, -12.8, 0.0
33.6, -12.8, 0.0
33.6, -12.8, 0.0
125.4, -13.2, 0.0
132.6, -13.0, 0.0
125.9, -12.7, 0.0
125.9, -12.9, 0.0
129.6, -12.8, 0.0
16.6, -12.7, 0.0
131.6, -12.8, 0.0
33.6, -13.0, 0.0
16.6, -12.8, 0.0
126.0, -13.1, 0.0
16.6, -12.8, 0.0
129.6, -12.9, 0.0
125.8, -12.8, 0.0
16.6, -12.8, 0.0
125.2, -13.2, 0.0
54.4, -13.0, 0.0
33.6, -13.0, 0.0
30.6, -13.1, 0.0
33.6, -13.1, 0.0
134.6, -13.2, 0.0
132.1, -13.2, 0.0
130.2, -12.9, 0.0
129.6, -12.7, 0.0
33.6, -13.0, 0.0
33.6, -12.7, 0.0
129.7, -12.8, 0.0
124.4, -13.2, 0.0
131.1, -12.9, 0.0
128.9, -13.0, 0.0
130.0, -12.9, 0.0
129.1, -12.7, 0.0
125.9, -13.2, 0.0
123.4, -12.8, 0.0
16.6, -13.0, 0.0
30.4, -13.0, 0.0
// Liam
128.2, -13.0, 0.0
129.3, -12.9, 0.0
128.1, -12.9, 0.0
126.5, -12.8, 0.0
126.0, -13.1, 0.0
129.4, -13.0, 0.0
60.5, -12.8, 0.0
129.6, -13.2, 0.0
129.2, -12.8, 0.0
125.4, -13.1, 0.0
125.4, -13.0, 0.0
125.4, -12.9, 0.0
16.6, -13.0, 0.0
// CampSlender
12.6, -19.1, 0.0
12.6, -18.9, 0.0
33.6, -13.0, 0.0
33.6, -13.0, 0.0
33.6, -12.9, 0.0
16.6, -13.0, 0.0
33.6, -13.0, 0.0
33.6, -13.0, 0.0
33.6, -13.2, 0.0
33.6, -12.9, 0.0
33.6, -12.9, 0.0
16.6, -12.9, 0.0
16.6, -12.9, 0.0
33.6, -13.1, 0.0
124.6, -12.8, 0.0
16.6, -12.8, 0.0
58.1, -12.9, 0.0
33.6, -13.1, 0.0
33.6, -13.0, 0.0
16.6, -12.7, 0.0
16.6, -13.1, 0.0
33.6, -13.0, 0.0
16.6, -12.8, 0.0
33.6, -13.0, 0.0
16.6, -12.8, 0.0
33.6, -12.8, 0.0
16.6, -12.9, 0.0
16.6, -13.1, 0.0
16.6, -12.8, 0.0
33.6, -12.7, 0.0
126.8, -12.9, 0.0
16.6, -13.0, 0.0
33.6, -13.0, 0.0
16.6, -13.0, 0.0
33.6, -13.0, 0.0
33.6, -13.0, 0.0
16.6, -12.9, 0.0
16.6, -12.9, 0.0
33.6, -13.0, 0.0
16.6, -12.8, 0.0
16.6, -13.0, 0.0
33.6, -13.1, 0.0
33.6, -12.8, 0.0
16.6, -12.9, 0.0
33.6, -12.9, 0.0
16.6, -12.8, 0.0
33.6, -12.8, 0.0
33.6, -12.8, 0.0
16.6, -13.0, 0.0
16.6, -12.9, 0.0
33.6, -13.1, 0.0
33.6, -13.0, 0.0
// Kabba
33.585,-13.09949,0
33.58502,-2.002655,0
//
76,-12.73213,0
76,-12.84605,0
76,-13.19523,0
76,-13.19523,0
76,-12.73213,0
76,-12.84605,0
76,-13.19523,0
76,-13.19523,0
126.3826,-13.17436,0
126.0807,-13.17595,0
125.575,-12.89035,0
125.575,-12.89035,0
70.09179,-12.96041,0
